text,label,clean_tweet
"in my opinion lhha is a spot on description of how some of atlanta is. dumb hoes and niggas, ratchet broads, and stupid arguments.",1,opinion lhha spot description atlanta dumb hoe niggas ratchet broad stupid argument
in my opinion every bitch gay.,1,opinion every bitch gay
in order to be a real nicca you gots to be real nicca!,1,order real nicca gots real nicca
"in other news, my eyelid is still spasming. putting on mascara today was a bitch. wtf",1,news eyelid still spasming put mascara today bitch wtf
in other words call you a bitch.,1,word call bitch
in reality lame niggas and corny niggas get bitches bc it's sooo many of dem niggas nbs lol,1,reality lame nigga corny nigga get bitch bc sooo many dem nigga nbs lol
in redneck land tennessee,1,redneck land tennessee
"in the past week, both paula dean and my uncle lost their jobs for saying nigger . bullllllshiiiiitttt",1,past week paula dean uncle lose job say nigger bullllllshiiiiitttt
in the words of lil debbie i'm that bitch,1,word lil debbie bitch
"in this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. i have to 8230",1,update find lot hardcore cock suck pounding pussy pulsing thrill
in two months tho hoe,1,two month tho hoe
in yo bitch dm like..,1,yo bitch dm like
in n out is like the sunshine and blue sky. the song of a bird. a smile at the front porch. the perfume of the ocean on wind kissed cheeks.,0,n like sunshine blue sky song bird smile front porch perfume ocean wind kiss cheek
inbed eating left over poppadom. livinthedream,0,inbed eating leave poppadom livinthedream
including ya size hoe !,1,include ya size hoe
inde jus got me all hype at work!! i knew my bitch candace ain't die,1,inde jus get hype work know bitch candace not die
indiana ain't gone give these niccas shit ... they was posed to win the last game!,1,indiana not go give niccas shit pose win last game
indiana lost to bowling green. big ten continues to be trash.,0,indiana lose bowl green big ten continue trash
"indirect ass little bitches, like you know my fucking number and where i live.",1,indirect little bitch like know fucking number live
innovative ideas about an unresolved issue relating to your ho... more for libra,1,innovative idea unresolved issue relate ho libra
inspiring a huge crowd of tourists to sit and watch the wild meadow rats over here by the trash cans. cameras are out. there is gasping.,0,inspire huge crowd tourist sit watch wild meadow rat trash camera gasp
instagram have you looking at motherfuckers like who the fuck does this bitch nigga think she he isss ??,1,instagram look motherfucker like fuck bitch nigga think isss
"instead of calling each other hoes, girls should be supporting each other. idk that's just me though.",1,instead call hoe girl support idk though
"instead of joining sports teams, hoes be joining twerk teams.",1,instead join sport team hoe join twerk team
international law enforcement operation disrupts shylock banking malware pcworld international law enforcem...,0,international law enforcement operation disrupts shylock bank malware pcworld international law enforcem
international police operation disrupts shylock banking trojan computerworld the guardianinternational poli...,0,international police operation disrupts shylock bank trojan computerworld guardianinternational poli
ion care fuck that hoe 9996 65039,1,ion care fuck hoe
ion even wanna see this bitch . 128530 talking bout ill make you breakfast,1,ion even want see bitch talk bout ill make breakfast
ion fight but it aint no pussy in my heart nigga ion fear nobody but god loose win or draw,1,ion fight aint no pussy heart nigga ion fear nobody god loose win draw
ion give a fuck ion give a fuck ion ion ion give a fuck bitch i don't give a fuck about you or anything that you do,1,ion give fuck ion give fuck ion ion ion give fuck bitch not give fuck anything
ion got no type...... bad bitches is the only thing that i like,1,ion get no type bad bitch thing like
ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,0,ion kno wat kind spring clothes imma get yung nicca dis year not doin da polo dis year get offset em wit sumthin else
ion kno what im doing tonite....i jus kno its gon end wit me dick first in some pussy....,1,ion kno im tonitei jus kno gon end wit dick first pussy
ion know why this bitch insists on telling me where she be going now. idgaf about chu bitch like damn.,1,ion know bitch insist tell go idgaf chu bitch like damn
ion like doll face hoes,1,ion like doll face hoe
ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho 128553 128074 128522 128299 128591 128079 128530 9996 65039,1,ion like ho cause talk mf much ha real butt ugly ass dumb young ho
"ion pay for pussy, because her pussy priceless.. i go fishin in it and i ain't a pisces",1,ion pay pussy pussy priceless go fishin not pisces
ion trust no bitch!,1,ion trust no bitch
ionn got no type bad bitches is the only thing that i like,1,ionn get no type bad bitch thing like
iont care about where a n a been where a bitch goin or the kinda shit they been thru!!,1,iont care n bitch goin kind shit thru
iont got no type naw bad bitches is the only thing that i like,1,iont get no type naw bad bitch thing like
iont got no type bad bitches is the only thing that i like,1,iont get no type bad bitch thing like
iont see how some of you niggas fags!!,1,iont see niggas fag
irie is a bitch for not letting me borrow his charger.,1,irie bitch not let borrow charger
"irritating reading ppl bitch abt smthng, yet offer shit for evidence to even support their slant. simply complaining is the easy part.",1,irritate read ppl bitch abt smthng yet offer shit evidence even support slant simply complain easy part
is hillary the 8216 dodo bird 8217 candidate? via @user,0,hillary dodo bird candidate via
is moyles a retard lol? starting fellani instead ae rvp? please come back fergie siralexferguson manchesterunited manchesterderby mufc,1,moyles retard lol start fellani instead ae rvp please come back fergie siralexferguson manchesterunited manchesterderby mufc
is wayne brady gonna have to choke a bitch?,1,wayne brady go choke bitch
is wayne brady gonna have to smack a bitch?,1,wayne brady go smack bitch
is yankee in a good mood today or what,0,yankee good mood today
is anything going down tonight besides my bitch,1,anything go tonight besides bitch
is dare any colored players in hockey?,0,dare colored player hockey
is it just me or is hicks saying bung beds ? @user,0,hick say bung bed
is it weird licking your own nip?,0,weird lick nip
is she my kind of hoe or nae @user its ok you a hoe anyways 128522,1,kind hoe nae ok hoe anyways
is that a hawk? what the fuck kind of bird is that?,1,hawk fuck kind bird
is that the remix fam? 8220 @user these hoes aint lawyers 128553 127908 lol on god thats my fav chris brown song 8221,1,remix fam hoe aint lawyer lol god thats fav chris brown song
is that the remix? @user these hoes ain't lawyers! 127908 128553 lmao my fave chris brown song,1,remix hoe not lawyer lmao fave chris brown song
is there a full moon out? crazyassholes out in full force and i'm not talking about muzzies or liberals 8252 65039 and i'm in the mood to oblige.,1,full moon crazyassholes full force not talk muzzies liberal mood oblige
is there a looser college town than btown ??? if yes id like to visit iu hoosiers,0,loose college town btown yes id like visit iu hoosier
is there a vending machine around this bitch im starvin,1,vending machine around bitch im starvin
"is there a website that delivers expensive wine, cigars and big booty hoes to my door step?",1,website deliver expensive wine cigar big booty hoe door step
is there an additional charge for the pussy to listen to my personal problems?,1,additional charge pussy listen personal problem
is this bitch for real? i'm heated bruh.,1,bitch real heat bruh
is this hoe gone dm me back,1,hoe go dm back
is this napk bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty 8230,1,napk bitch retard stupid wtf would request not read bio pretty
is this retarded bitch really this stupid?,1,retarded bitch really stupid
"is you ready bitch , cause my hair laid. yours? @user",1,ready bitch cause hair lay
